"answer_text","category1_text","detailreal_text","qestion_text","_id"
"サーバーやネットワーク機器に遠隔で応答がとれなくなった場合、早期復旧のため、店舗の後方ご担当様へ電源が入っているかなどの確認をいたします。","PC・備品","❗【早期復旧のPOINT】 
広報担当者は、正常稼働時の店舗機器サーバー等の電源ランプの状況を把握しておきます。
配電盤の位置、サーバーラック回りの電源の位置を把握した人が常時1人は店舗へ出勤されている状況にできるように、情報を共有しておきしましょう。

⭕【サーバーラックの高温予防】
節電対策で、空調温度を高めに設定していますが、サーバラックは、26～28℃が適温です。
「扇風機の併用」
「サーバラック付近の不要物（ダンボール等）の撤去」
を実施してサーバラックの温度が上昇しないように気をつけましょう。","落雷・台風の電源ダウン対応とサーバーラック高温予防について","1622721876009x375618517864029440"
"払込票バーコードが、読み込める場合のみ支払ができます。","PC・備品","🔎【収納代行のマニュアルについて】
・パオンリテールのマイページのチームサイトに投稿されています
・【パオンリテール（株）】-【ストアオペレーション部】-【ドキュメントライブラリー】-【マニュアル・手順書】-【収納代行手順書】が投稿されています

🐶【PAON POINTについて】
収納代行サービス（電気・ガス・電話などの公共料金及び通販の商品代金などの各種お支払い）のお取扱いはできません。","【収納代行】はどの企業が発行している払込票でも支払い可能か確認","1622721876009x798550085143775500"
"レジの電源ボタンを押下しても、電源が入らない場合は、釣銭機の電源が入るか確認します。","PC・備品","🔎【詳細】
釣銭機の電源が入り、レジの電源が入らない場合は、レジの電源コンセントを外し、数秒後電源コンセントを元に戻してレジの電源が入るか確認をします。
※レジも釣銭機も電源が入らない場合は電気が来ていない可能性が高いので、ブレーカーや大元の電源をご確認下さい。

⚡【計画停電】
・計画停電を行うときは地域によってグループを決めそれぞれに停電する日時を決めて行われます
・停電している時間はおよそ2時間ほどです
・停電が決まると電力会社のホームページなどでアナウンスされます","停電から復旧したがレジ（M8000）の電源が入らない場合について","1622721876010x271390318788595550"
"停電申請の終了時刻から30分です。
※停電作業の終了後では無く、停電申請の終了時刻の30分後からです。","PC・備品","⚡【計画停電】
・計画停電を行うときは地域によってグループを決めそれぞれに停電する日時を決めて行われます
・停電している時間はおよそ2時間ほどです
・停電が決まると電力会社のホームページなどでアナウンスされます","停電終了後のサーバの起動時間","1622721876010x437794551943333060"
"計画停電の開始前は電源が入った状態で、計画停電が開始されても問題はございません。計画停電終了後(復電後)は、電源が入っていない場合は、電源ボタンを押して起動してください。","PC・備品","❗【ご注意】
次の画面のPAONチャージャーは、店舗様にて通常通りに電源OFFを実施ください。
・PAONステーションの電源スイッチからOFFをお願いいたします。
・PAONチャージャーminiは、背面の電源スイッチを入／切にしてください。

⚡【計画停電】
・計画停電を行うときは地域によってグループを決めそれぞれに停電する日時を決めて行われます
・停電している時間はおよそ2時間ほどです
・停電が決まると電力会社のホームページなどでアナウンスされます","計画停電当日のPAONステーション・PAONチャージャーminiの対応","1622721876010x762134371486628000"
"サーバは停電開始時刻までに、電源が落ちるよう設定が行われています。申請の時間通り作業を開始して問題ありません。","PC・備品","⚡【計画停電】
・計画停電を行うときは地域によってグループを決めそれぞれに停電する日時を決めて行われます
・停電している時間はおよそ2時間ほどです
・停電が決まると電力会社のホームページなどでアナウンスされます","これから停電になるが、サーバの電源がまだ落ちていない場合の対応","1622721876010x814318963081722500"
"PAONステーション・PAONチャージャー・PAONチャージャーminiについては、
計画停電の開始前に、電源を落とす・電源コンセントを抜く必要はありません。","PC・備品","❗【確認】
電源が入った状態で、計画停電が開始されても問題はありません。
復電後に電源が入っていない場合は、電源ボタンから起動してください。

⚡【計画停電】
・計画停電を行うときは地域によってグループを決めそれぞれに停電する日時を決めて行われます
・停電している時間はおよそ2時間ほどです
・停電が決まると電力会社のホームページなどでアナウンスされます","停電当日のPAONステーション・PAONチャージャーminiの電源コンセント","1622721876010x939818725278214200"
"個別回収を行います。回収方法は、詳細をご確認ください。","PC・備品","👆【回収方法】
1.鍵を右（管理）に回します。
2.「回収」の下のボタンを選択します。
3以下の.回収内容が表示されます。
全回収、硬貨のみ全回収、紙幣のみ全回収、個別回収、途中回収、残置回収
4.「▼」の下のボタンを選択し、回収内容を選択後、「決定」の下のボタンを選択します。
5.硬貨であれば、硬貨受け皿に回収されます。
紙幣であれば、カセットに回収されます。","グローリー製釣銭機（RT-300/RAD-300）で満杯（フル）の表示","1622721876012x183275607565787740"
"LANケーブルは、有線のネットワークにつなげる為のケーブルで、情報コンセントとは、ネットワーク機器へつなぐためのポートです。
詳しくは、詳細をご確認ください。","PC・備品","💡【LANケーブルと情報コンセントについて】
◆LANケーブル
PC、プリンタ、POSレジ、CCT等であっても、有線のネットワークにつなげる場合、LANケーブルでつなぎます。
LANケーブルの先のモジュラージャックには爪がついています。LANケーブルを結線するためには、モジュラージャックの爪をつまんで、''カチッ''と音がするまで押し込んでください。緩みを確認する際も、音がするまで挿し込むと確実です。

◆情報コンセント
挿し口が2個（白と青）あるものです。情報コンセントで、口が1つしかないものもあります。
白と青のシールは、ネットワーク機器の番号とポートを示しています。","情報コンセントとLANケーブルの結線・ネットワークを確認したい","1622721876012x205306623376453340"
"ガイダンス表示に従って、清掃を行います。","PC・備品","👆【ガイダンス】
出勤搬送路を清掃し、硬貨部をもとにもどしてください。
清掃道具は、釣銭機（RT-300）の付属品箱に収納されています。","グローリー製釣銭機（RT-300）でエラー「E43」が表示","1622721876012x670259828731269100"
"URLよりマイページへログインして手順書類を閲覧します。
ご不明な点は専用コールセンター、パオン安否確認サービスデスク（TEL： 0120-921-657）へ連絡ください。","PC・備品","💡【注意事項から抜粋】
携帯電話のセキュリティ設定がされているとメール受信ができません。
・発信元アドレス（aibs@mail.emc.aeon.biz）を受信許可とする。
・URL付きメールを受信許可とする。
・パソコンからのメール受信を許可とする。
キャリア別（DoCoMo,au,SoftBank）のセキュリティ設定解除方法はURLをご参照ください。","従業員安否確認システムにてメールの設定が出来ない","1622721876012x856478586329400200"
"エラー「E53 -10～67」は、投入口異常です。
外から直射日光が入っていると、発生する恐れがあります。
直射日光が入らないようにしてください。","スキャナー","👆【エラー解除方法】
1. リセットを押し、ブザーを止めます。
モードキーを「保守」位置にし、装置内部を引き出します。
2.投入口に硬貨がある場合は、取り除いて ください。
3.モードキーを「保守」位置にし、装置内部を引き出します。
4.操作パネル①を開けます。
5.取手②を開けて、硬貨を取り除きます。
6 装置内部を元に戻して センサーを押します。
【注意】装置内部を戻すときは、前面を押してください。側面やフチに手をかけないでください。指をはさんでケガをする恐れがあります。
7.在高異常で釣銭機にドットマークが出ていたら、全回収→全投入してください。","グローリー製釣銭機(RT-200)エラー「E41-12~42」：投入口異常エラー","1622721876013x242202166475127940"
"鍵を管理に廻してリセット+回収ボタンを押下します。","PC・備品","❌【エラーが解除できない場合】
「END」は表示されるが「FULL」「シュウノウコマンパイ」が表示されている、収納庫は空でもエラーが解除できない場合は、収納庫センサ部分を、掃除し硬貨部の電源OFF/ONを実施して下さい。
上記で復旧しない場合、修理手配のため、パオン堂島ヘルプデスク（TEL： 0120-111-222）へご連絡ください。","グローリー釣銭機（RT-200）にて全回収後も「シュウノウコマンパイ」が解除不可","1622721876013x443011803912589200"
"釣銭釣札機にて【リセット】押下します。","スキャナー","❌【復旧できない場合】
下記1,2をお試しください。
1）釣銭釣札機 電源OFF。
2）鍵位置を「管理」にし、 【リセット】を押しながら電源ON。
（下記のように硬貨&rArr;紙幣の順で行う）
硬貨側のモード鍵を管理に回し【 リセット+電源ON】→紙幣側のモード鍵を管理に回し【 りせっｔ +電源ON】にて釣銭釣札機側のリセットを行ってください。","グローリー製釣銭釣札機にて「IN」表示が出たまま解除出来ない","1622721876013x727601873814025500"
"在高不確定状態の場合、精査の色が橙色に変わります。
解除方法は、詳細をご確認ください。","PC・備品","👆【解除方法】
1.釣銭機の液晶パネルで「待機中」になっているか確認します。
2.「精査」の下のボタンを選択します。
3.在高不確定状態の解除方法が表示されます。
※詳細を選択すると、在高不確定金額を確認する事ができます。
4.鍵を右（管理）に回します。
5.解除方法に対応したボタンが表示されるので選択します。
解除方法が「回収」の場合
「回収」の下のボタンを選択し、回収を行います。
6.再投入を行い、精査ランプが消えるか確認します。","グローリー製釣銭機（RT-300/RAD-300）で精査ランプが点いている","1622721876013x805500312801926300"
"釣札機・釣銭機にエラー表示が出ていない場合は、詳細の①～③を順に試行してください。
※エラーが出ている場合、内容により、まずエラーを解除して下さい。","PC・備品","👆【手順】
①【401+機能】を押下する。
【401+機能】を押下して下さい。入金確定画面が表示されれば復旧です。
②釣銭釣札機の電源OFF/ON
釣銭釣札機の電源OFF→硬貨側の鍵を管理に回して、リセットを押しながら電源ON、紙幣側の鍵を管理に回して、 リセットを押しながら電源ON&rarr;鍵を運用に戻してください。
レジに【釣銭機オフライン】と表示されていれば、レジ側で【釣銭機接続】キーを押下頂き、表示の解除後に、【401+機能】押下して下さい。
③レジ再起動
上記①、②で復旧しない場合は、レジのシャットダウン後、電源ONして下さい。","グローリー製釣札機・釣銭機が【IN】と表示されない","1622721876013x848043523076184000"
"エラーE90- 09～67は、搬送路異常です。
詳細の手順で詰まりを取り除きます。","スキャナー","👆【詰まりの解消方法】
1. リセットを押し、ブザーを止めます。
2.モードキーを「保守」位置にし、装置内部を引き出します。
3.搬送路、および選別部扉⑪を開けて、通路に硬貨がないか確認し、あれば取り除きます。
4 .装置内部を元に戻してリセットを押します。
5.在高異常で釣銭機にドットマークが出ていたら、全回収、全投入してください。
6.全て終えましたら、エラー解除対応後の操作も参照ください。","グローリー製釣銭機が動かない：エラーE43-05~92搬送路異常","1622721876013x977036542117980300"
"エラーE40 - 19・15は、硬貨搬送異常です。
詳細の手順で詰まりを取り除きます。","スキャナー","👆【詰まりの解消方法】
1.リセットを押し、ブザーを止めます。
2.モードキーを「保守」位置にし、装置内部を引き出します。
3.搬送路、および選別部扉⑪を開けて、通路に硬貨がないか確認し、あれば取り除きます。
4 .装置内部を元に戻してリセットを押します。
※このエラーが発生すると、在高異常になる場合があります。
5.在高異常で釣銭機にドットマークが出ていたら、全回収、全投入してください。
6.全て終えましたら、エラー解除対応後の操作","グローリー製釣銭機が動かない：エラーE50-09・12硬貨搬送異常","1622721876015x404509164386381200"
"詳細の手順で詰まりを取り除きます。","スキャナー","👆【詰まりの解消方法】
1. リセット押下ブザーを止めます。
2.モード錠を「保守」位置にし、内部ユニットを引き出します。
3.送路に紙幣や異物がないか確認し、あれば取り除き、軽く清掃します。
4.カセットを戻します。
5. リセット押下します。
6.取り除いた紙幣を投入口から再投入してください。
※著しく汚れた紙幣や、再投入してもリジェクトされる紙幣は、投入口に戻さないでください。
7.エラー解除できない場合釣銭機の電源OFF/ONを行って下さい。
8. 小さい四角（ドットマーク）があれば、グローリー製は全回収、全投入を実施し、在高を確定してください。","グローリー製釣札機が詰まった：エラーE45-01~03搬送路駆動異常","1622721876015x841040737200678000"
"下記で紙幣を取り除けない場合は、付属の異物除去シートを用いて、取り除いてください。","精算処理","👆【手順】
脱着式ハンドルを ⑥の位置に取り付け、左右に回して紙幣を移動させて、
繰出開閉レバー④ の開口部より紙幣を取り除きます。","グローリー製釣札機の投入口で紙幣詰り取り除き方（エラーコードE41）","1622721876016x146220949142321860"
"上記で復旧しない場合、修理手配のため、パオン堂島ヘルプデスク（TEL： 0120-111-222）へご連絡ください。","精算処理","👆【手順】
1. 押下でブザーを止めます。
2.モード錠を「保守」位置にし、内部ユニットを引き出します。
3.収納部扉錠を開錠し開けます。
4.該当する収納庫の紙幣状態を確認してください。
収納状態が悪ければ紙幣をそろえて、正しく収納し直してください。
5.収納部扉錠を施錠しカセットを戻します。
6. 押下します。
7.エラー解除できない場合釣銭機の電源OFF/ONを行って下さい。
8. 小さい四角（ドットマーク）があれば、グローリー製は全回収、全投入を実施し、在高を確定してください。","グローリー製釣札機が動かない収納庫駆動エラ-表示","1622721876016x285880385807381060"
"見えにくい所にある紙片などを取り除く場合は、添付品の異物除去シートを用いて、下記の手順で取り除いて下さい。","スキャナー","1.搬送開閉レバーの開口部より、異物除去シートを挿入します。

2.脱着式ハンドルを、⑬ 位置に取りつけます。

3.ハンドルを左右に回して、紙片など詰まりのある位置まで異物除去シートを移動させます。

4.異物除去シートにより押し出された紙片などを、搬送開閉レバーの開口部より取り除きます。","グローリー製釣札機で詰まった紙片などが取れない時異物除去シートの使い方","1622721876016x314126713045057560"
"紙幣、硬貨詰まり等で、釣銭機が記憶している収納枚数が不確実になった時に、その状態を知らせるため「ドットマーク」が点燈します。
故障ではないので、硬貨や紙幣を全回収・再投入して、在高を精査し直します。","精算処理","👆【手順】
1. リセットボタンを押します。
2.運用キー（G-100）を「管理」位置にしてを押しながらを押し、一括回収します。
3.【End】が表示されると、ドットが消えます。
4.ユニットを引出し、集積部に硬貨が残っていないか確認し、残っていれば、取り除く。
5.回収した硬貨を再投入して、硬貨の枚数を確認してください。
※リジェクト箱の硬貨取り忘れ注意","グローリー製釣銭釣札機RT-200・RAD200全回収・全投入方法","1622721876016x733434471902915600"
"下記で紙幣を取り除けない場合は、付属の異物除去シートを用いて、取り除いてください。","精算処理","👆【手順】
◆カセット部入口での紙幣詰まり
1：モードキーを「保守」にし、カセットを切り離します。

2：カセット抜取錠を解錠し、カセットを抜き取ります。

3：詰まった紙幣を取り除きます。","グローリー製釣札機のカセット部入口で紙幣取り除き方（エラーコードE44・E45）","1622721876016x920343672016928000"
"搬送路（下記白いライン部分）で紙幣詰まりが発生した場合、1,2の方法で取り除いてください。","精算処理","👆【手順】
1：取り外しガイドを外します。

2：脱着式ハンドルを⑬につけます。
ハンドルを左右に回して紙幣を移動させ、⑦搬送開閉レバーの開口部より取り除きます。

◆1,2で取り除けない場合は
脱着式ハンドルを ⑥ 位置に取り付け、左右に回して紙幣を移動させて、繰出開閉レバー④ の開口部より紙幣を取り除きます。

★上記手順で紙幣を取り除けない場合は、付属 の異物除去シートを用いて、取り除いてくだ さい。","グローリー製釣札機の搬送路で紙幣詰り取り除き方","1622721876016x948748618719682300"
"上記で復旧しない場合、修理手配のため、パオン堂島ヘルプデスク（TEL： 0120-111-222）へご連絡ください。","精算処理","👆【手順】
1. 押下ブザーを止めます。
2.モード錠を「保守」位置にし、内部ユニットを引き出します。
3.搬送路に紙幣や異物がないか確認し、あれば取り除き、軽く清掃します。
4.カセットを戻します。
5. 押下します。
6.取り除いた紙幣を投入口から再投入してください。
※著しく汚れた紙幣や、再投入してもリジェクトされる紙幣は、投入口に戻さないでください。

7.エラー解除できない場合釣銭機の電源OFF/ONを行って下さい。

8. 小さい四角（ドットマーク）があれば、グローリー製は全回収、全投入を実施し、在高を確定してください。","グローリー製釣札機が動かないエラーE44紙幣搬送エラー表示","1622721876017x432821876825094850"
"上記で復旧しない場合、修理手配のため、パオン堂島ヘルプデスク（TEL： 0120-111-222）へご連絡ください。","精算処理","👆【手順】
グローリー製釣銭機が動かない、エラーE43 - 01 ～54放出部異常が出ているのですね。
1. を押し、ブザーを止めます。
2.操作カバーを開きます。
3.放出部に、放出途中の硬貨や異物があるときは、ピンセットなどで取り除きます。
4.操作カバーを閉じます。
5. を押し、ブザーを止めます。
6.在高異常で釣銭機にドットマークが出ていたら、全回収、全投入してください。
7.全て終えましたら、エラー解除対応後の操作も参照ください。","グローリー製釣銭機が動かないエラーE43 - 01 ～54放出部異常が表示","1622721876018x145132304414444580"
"店舗情報共有システムについては、詳細のURLからご確認ください。","PC・備品","🔎【検索方法】
1.「店名検索」から確認したい店舗を検索します
2.検索結果が表示されたら確認したい店舗名をクリックします
3.左メニューの「電話帳」にある「統一名称順」または「担当者順」から担当者の電話番号を確認します","店舗情報共有システムのURLを確認","1622721879176x427857806067986300"
"チームサイトからIPアドレスの払い出しを依頼してください。","PC・備品","❗【申請場所】
マイページ＞チームサイト一覧＞ITサービスメニュー/AS業務部BS業務部＞■パソコン・端末関連＞​​03.端末情報登録・変更サービス＞IP払出し/MAC登録

・端末情報登録申請書受付箱はURLをご覧ください
※マイページへのログインが必要です。","パソコンのIPアドレスの払い出しについて","1622721879176x750221585728281900"
"ご不明点がございましたら統合SDまでご連絡をお願いします。
連絡先：0120-111-222","PC・備品","PCの利用者を変更する場合は、「【経費】端末情報登録申請書」にて申請してください。
PCの移設を伴う場合は、「【移設】端末情報登録申請書」にて申請してください。","PCの利用者を変更した場合の申請方法","1622721879176x811880466531640600"
"ご不明点がございましたら統合SDまでご連絡をお願いします。
連絡先：0120-111-222","精算処理","👆【レジでのバーコード決済の手順について】
1.支払い方法にて「その他の支払い」を選択します。
2.「バーコード決済」を選択します。
3.お客さまが提示されたバーコードをスキャンします。
バーコードが読み取れない場合は、「手入力」ボタンを押して、
バーコード番号を手入力します。
4.「確定」ボタンを押します。
5.お取引が完了します。","レジのバーコード決済の方法を確認","1622721879176x926300023540492500"
"添付ファイルの最大サイズ(ファイル容量)は10MBです。","スキャナー","📤【Outlookメールの詳細】
・Outlookでは送信できるファイルのサイズに制限があります
・ほとんどのインターネットサービスプロバイダーの制限を超える非常に大きい添付ファイルのアップロードをコンピューターが試し続けることがなくなります
・Exchangeアカウント (ビジネスメール) の場合、既定のファイルサイズの組み合わせは10MBです","メールで送信できる添付ファイルの最大サイズ(ファイル容量)","1622721879177x201967333495525200"
"「パオン業務端末申請サイト」からパオン業務用端末申請メニューを開きます。そちらから申請書を記入し、投稿します。","PC・備品","❗【パオン業務端末申請サイトの場所】
マイページ→チームサイト一覧→パオングループ共通サイトから申請可能です。
※所属会社によって、メニューが異なります。
新規申請、経費負担部署変更、解約申請、付属品申請書もこちらのチームサイトで対応ができます。

📞【パオン業務端末に関するお問合せ先】
ご不明点は、よくある質問を確認し解決しない場合は以下お問い合わせ先へ連絡お願いします。
パオン業務用モバイルヘルプデスク　0120-948-768","業務端末（携帯電話）の申し込み方法","1622721879177x365422300357329340"
"組織改編・人事異動に伴うマイページのFAQについては、詳細にあるURLからご確認ください。","スキャナー","URLがうまく見れない場合は端末の再起動をお試しください。

👆【PC再起動の手順】
1.「スタート」をクリックし、電源にマウスカーソルを合わせます。
2.表示されたメニューから「電源」をクリックします。
3.表示された一覧から「再起動」をクリックします。
※Windows 10のアップデート状況によって、画面や操作手順、機能などが異なる場合があります。","組織改編・人事異動に伴うマイページのFAQについて","1622721879177x379404134791251140"
"新入社員向けFAQについては、詳細にあるURLからご確認ください。","スキャナー","URLがうまく見れない場合は端末の再起動をお試しください。

👆【PC再起動の手順】
1.「スタート」をクリックし、電源にマウスカーソルを合わせます。
2.表示されたメニューから「電源」をクリックします。
3.表示された一覧から「再起動」をクリックします。
※Windows 10のアップデート状況によって、画面や操作手順、機能などが異なる場合があります。","新入社員向けFAQについて","1622721879177x619624932715362200"
"ヘルプデスク通信のファイルについては、詳細のURLからご確認ください。","PC・備品","URLがうまく見れない場合は端末の再起動をお試しください。

👆【PC再起動の手順】
1.「スタート」をクリックし、電源にマウスカーソルを合わせます。
2.表示されたメニューから「電源」をクリックします。
3.表示された一覧から「再起動」をクリックします。
※Windows 10のアップデート状況によって、画面や操作手順、機能などが異なる場合があります。","ヘルプデスク通信のファイルの確認（ダウンロードする方法）","1622721879177x683839790997081200"
"就業中の喫煙ルールについては、各社の就業規則をご確認ください。","人事・法律・ルール","🔎【パオンの取り組みについて】
パオンは、「パオン健康経営宣言」の下、グループを挙げて従業員の健康増進に向けて、一人ひとりが健康改善と良い生活習慣を身につけ、実践し、習慣化する様々な取組みを積極的に行っています。
タバコがもたらすご自身の健康問題や受動喫煙問題などについて再認識し、率先して喫煙者を減らすために、パオンタワー・パオンタワーAnnex館内においても喫煙機会を減らし、禁煙推進を図ります。

※現喫煙者の皆さまは、タバコがもたらすご自身への健康問題や受動喫煙問題などについて再認識していただき、「卒煙」等のご準備をお願いいたします。","パオンタワー・パオンタワーAnnex館内の喫煙ルール","1622721879177x996980809782298100"
"他のPOSレジで、オフライン状態で保留した取引です。
保留を行ったPOSレジ以外では、呼び出しできません。
※保留取引が「オンライン」か「オフライン」かどうかは、一時保留レシートに記載されています。","スキャナー","🔎【エラー表示】
・「E1117　呼出できない取引情報です。レシートを確認してください。」と表示されます。

❗【対応について】
・保留を行ったPOSレジにて保留呼出を行い取引を完了させて下さい
・不要な取引の場合は取引中止してください","レジで保留取引を呼出するとエラー表示され呼び出しできない","1622721879180x136648742975223440"
"保留取引が「オンライン」か「オフライン」か、保留レシートで確認してください。

保留レシートや証票の取り扱い方法については、恐れ入りますが、店舗さまにてご確認をお願い致します。","スキャナー","【オンラインでの保留取引の場合】
・保留呼出しなかった場合、POSレジでの対応は必要ありません。
・MPOSの夜間処理後、保留呼出はできません。

【オフラインでの保留取引の場合】
・保留を行ったPOSレジに、保留取引が残った状態となります。
・保留取引が残った状態では、「精算」や「電源オフ」の操作ができません。
・保留を行ったレジで、保留呼出し、取引を完了させてください。不要な取引の場合は、取引中止してください。
※オフラインの保留取引は、保留したレジ以外では、呼出できません。
※レジを再起動した場合、オフラインの保留取引はPOSレジから削除されます。","レジで保留した取引を呼出(再開)しなかった場合の対応","1622721879180x202987492704230800"
"マイページの「店舗システム各種申請メニュー」の「店独自部門」の申請画面から申請を行ってください。
※依頼書は申請画面に掲載されているフォーマットをご利用ください。","スキャナー","不明な点がございましたら
パオン堂島ヘルプデスク(TEL : 0120-111-222)にご連絡ください。","店独自部門の登録の申請方法","1622721879180x617130356321049500"
"・勤怠システムをご利用されている方は、EIR/MDVOの利用申請は必要ありません。
勤怠システムと同じID・パスワードでログインが可能です。","スキャナー","・店舗の稼働環境/データ調査が必要なシステム担当者や、店舗応援者用、派遣社員・コンセ社員用など、特殊ユーザIDについては、申請が必要です。

マイページの「店舗システム各種申請メニュー」の「EIR/MDVO利用者ID申請(応援者用・派遣従業員用)」の申請画面から申請を行ってください。
※依頼書は申請画面に掲載されているフォーマットをご利用ください。","EIR/MDVOの利用者IDの申請方法","1622721879180x628462646794528300"
"会社貸与のスマートフォンについては、パオン業務用モバイルヘルプデスクへお問い合わせください。","スキャナー","パオン業務用モバイルヘルプデスク
TEL：0120-948-768","会社用スマートフォンの問合せ先","1622721879180x769643595957180200"
"「オプション品申請書」にて、防犯ケーブルの鍵のみの購入が可能です。","スキャナー","🔎【申請場所】
マイページチームサイト＞ＩＴサービスメニュー／AS業務部BS業務部＞パソコン・端末関連＞​​​​02.PC利用サービス＞オプション品受付箱

📝【詳細】
URL内にある「オプション品申請書」を記入し、受付箱に投稿してください。","PCの防犯ケーブルの鍵を紛失","1622721879180x837880131681829600"
"該当のPOSレジで、オフラインの一時保留取引が残っている状態です。
保留取引が「オンライン」か「オフライン」かどうかは、一時保留レシートに記載されています。","スキャナー","👆【対応方法】
・レシートにオフラインと記載された、一時保留取引を、保留呼出し、取引を完了させてください。不要な取引の場合は、取引中止してください。
※オフラインの保留取引は、保留したレジ以外では、呼出できません。","レジで「精算」や「電源オフ」の操作をすると保留取引に関するメッセージが表示される","1622721879180x844913576805753600"
"クラウドにレコーディングした場合、以下のパターンでファイルが作成されます。","ネットスーパー","・スピーカービューで見た場合の動画（mp4）
・ギャラリービューで見た場合の動画（mp4）
・音声のみ（m4A）
・チャットの内容（テキストファイル）
※いずれも、iPhone等に転送しても、そのまま見たり聞いたりできるデータフォーマットです。","クラウドにレコーディングしたデータの保存形式","1622721879181x217198428333389860"
"主催者が参加者のパソコンをリモート制御にて操作し、参加者の分からないところをサポートすることができます。","ネットスーパー","主催者の要求に対し参加者が承認すると、主催者が参加者のパソコンを操作できるようになります。
「デスクトップの制御を要求します」での要求は、ほぼすべてのパソコン操作を可能にします。
「アプリケーションの制御を要求します」での要求は、そのアプリケーションだけの制御を可能にします。","ホスト(主催者)が代わりに参加者のパソコンを操作する事は可能か","1622721879181x453399339566538750"
"zoomに関するサポートはヘルプデスクからご確認ください。","ネットスーパー","zoomヘルプセンターの詳細はURLをご参照ください。","Zoomのサポート","1622721879181x704155666821785000"
"「クラウドにレコーディング」は、ミーティング中パソコンのハードディスクにデータを書き込むわけではないので、パソコンには負荷がかかりません。","ネットスーパー","zoomに関する詳しい内容はURLをご参照ください。","クラウドにレコーディングするメリット","1622721879183x462792293923500540"
"参加者がミーティングを録画するときには、主催者にレコーディングの許可をもらう必要があります。","ネットスーパー","zoomに関する詳しい内容はURLをご参照ください。","参加者がミーティング中の内容を録画","1622721879183x993347550974625300"
"ミーティングを開始すると、上にメニューが表示されます。
その中の「ビデオの開始/停止」でカメラのON / OFF を切り替えることができます。","ネットスーパー","📷【ZoomミーティングでのカメラをOFFにする方法】
デフォルトでカメラをオフにする
Zoomにログインする
「設定」を選択する
「ビデオ」を選択する
「ミーティングに参加する際、ビデオをオフにする」にチェックを入れる

※ビデオOFFのときには、名前かプロフィール写真が表示されます。","ZoomミーティングでのカメラをOFFにする方法","1622721879184x124103015863842980"
"チャット機能でメッセージの途中で改行したいときには、Shift + Enter または、Alt + Enter を押します。","ネットスーパー","💬【チャット機能での改行方法】
相手とチャットしているとき、メッセージの途中で改行したいと思っても、［Enter］キーを押すとメッセージが送信されてしまいます。","チャット機能での改行","1622721879184x250640266463106660"
"主催者は、いつでもミーティングの様子を録画することができます。","ネットスーパー","📷【主催者ミーティング録画方法】
主催者は、いつでもミーティングの様子を録画することができます。
Windowsの場合以下の手順を参考にしてください

キーボードの「Windows」キーを押しながら「G」キーを押します。画面上に「キャプチャ」の操作パネルが表示されます。
丸い形をした録画ボタンをクリックして録画を開始します。録画ボタンを押した後、操作パネル以外の部分をクリックすると操作パネルが消え、停止ボタンのパネルが表示されます。
録画を終了する場合は、停止ボタンをクリックします。録画した内容がビデオフォルダーに保存されます。","ホスト(主催者)がミーティング中の内容を録画する方法","1622721879184x276967318451235360"
"画面下に表示されるメニューの「チャット」というボタンを押します。","ネットスーパー","💬【Zoomのチャット機能について】

画面右側にチャット画面が表示されます。
右下の「ここにメッセージを入力します」という箇所にメッセージを入力します。
パソコンの[Enter]ボタン を押すと送信されます
宛先に「全員」を選択すると、参加者全員に送られます。
送信したい人を選択し、個人宛にメッセージを送ることもできます。
※個人宛にメッセージを無効にし「全員のみ」メッセージが送ることができる設定にするには、ブラウザからZoomのアカウントにアクセスし、チャットの設定で「プライベートチャット」を無効にします。","Zoomのチャット（共通質問事項）","1622721879184x451579195930625000"
"Zoomのレコーディングについては詳細の操作手順をご確認ください。","ネットスーパー","👆【Zoomのレコーディングの手順】
Zoomのレコーディングの手順は以下を参考にしてください

ミーティングを開始します。
ホストは、ミーティングコントロールのをクリックします。
ローカル保存を許可した参加者に、マウスオーバーをすると、ボタンが表示されますので、をクリックします。
をクリックします。
レコーディングを許可された参加者の画面には、「ホストはこのミーティングのレコーディングを許可しています」と、メッセージが表示されます。","Zoomのレコーディング","1622721879184x458899163107046300"
"ミーティングを開始すると、上にメニューが表示されます。
その中の「ビデオの開始/停止」の右側にある「^」をクリックし、「ビデオ設定」をクリックすると、解像度などの設定ができます。","ネットスーパー","📷【ビデオ画像を画面いっぱいに写す方法】

オリジナルサイズにすると、ビデオの左右に黒い余白ができてしまいますが、16:9（ワイドスクリーン）にチェックを入れると映像が拡大され、画面いっぱいに写ります。","ビデオ画像を画面いっぱいに写す方法","1622721879184x565092340257291840"
"ミーティングを開始すると、上にメニューが表示されます。
その中の「ビデオの開始/停止」の右側にある「^」をクリックすると、ビデオ機器を切り替えることができます。","ネットスーパー","📷【ミーティング中にカメラを切り替える方法】
PanaCastカメラを使用している場合は、そのカメラのインテリジェントズーム機能を使用できます。カメラコントロールアイコンをタップしてから、インテリジェントズームオプションを有効にします。カメラは自動的に室内の人々の位置に基づいて最適なビューを表示するように調整します。","ミーティング中にカメラを切り替える方法","1622721879184x750433186516790100"
